District Name, Date, FacilityName (HMIS), POINT_X (HMIS), POINT_Y (HMIS), Region (HMIS), District (HMIS), ActivityHP (HMIS), ValueID (HMIS), LabelID (HMIS), FederalID (HMIS), SNO (HMIS), RegionID (HMIS), ZoneID (HMIS), DistrictID (HMIS), LocationID (HMIS), Month (HMIS), Year (HMIS), Value (HMIS), Level (HMIS), FACILITYTYPE (HMIS), RegionName (PHEM), ZoneName (PHEM), DistrictName (PHEM), Year (PHEM), Epidemic_Week (PHEM), Month (PHEM), Total Malaria Confirmed and Clinical (PHEM), TMalaria_OutP_Cases (PHEM), TMalaria_InP_Cases (PHEM), TMalaria_InP_Deaths (PHEM), TMSuspected Fever Examined (PHEM), PosMalaria_RDT_or_Microscopy_PF_OutP_Cases (PHEM), PosMalaria_RDT_or_Microscopy_PV_OutP_Cases (PHEM), Meningits total Cases (PHEM), Meningitis_OutP_Cases (PHEM), Meningitis_InP_Cases (PHEM), Meningitis_InP_Deaths (PHEM), Dysentery_total Cases (PHEM), Dysentery_OutP_Cases (PHEM), Dysentery_InP_Cases (PHEM), Dysentery_InP_Deaths (PHEM), Typhoid fever Total cases (PHEM), Typhoid fever_OutP_Cases (PHEM), Typhoid fever_InP_Cases (PHEM), Typhoid fever_InP_Deaths (PHEM), Relapsing fever_total Cases (PHEM), Relapsing fever_OutP_Cases (PHEM), Relapsing fever_InP_Cases (PHEM), Relapsing fever_InP_Deaths (PHEM), Epidemic Typhus Total Cases (PHEM), Epidemic Typhus_OutP_Cases (PHEM), Epidemic Typhus_InP_Cases (PHEM), Epidemic Typhus_InP_Deaths (PHEM), Malnutrition_total Cases (PHEM), Malnutrition_OutP_Cases (PHEM), Malnutrition_InP_Cases (PHEM), Malnutrition_InP_Deaths (PHEM), AFP/Polio_Cases (PHEM), AFP/Polio_Deaths (PHEM), Anthrax_Cases (PHEM), Anthrax_Deaths (PHEM), Avian_Human_Influenza_Cases (PHEM), Avian_Human_Influenza_Deaths (PHEM), Cholera/AWD_Cases (PHEM), Cholera/AWD_Deaths (PHEM), Dracunculiasis/Guinea worm_Cases (PHEM), Dracunculiasis/Guinea worm_Deaths (PHEM), Measles_Cases (PHEM), Measles_Deaths (PHEM), Neonatal Tetanus_Cases (PHEM), Neonatal Tetanus_Deaths (PHEM), Pandemic Influenza_Cases (PHEM), Pandemic Influenza_Deaths (PHEM), Rabies_Cases (PHEM), Rabies_Deaths (PHEM), SARS_Cases (PHEM), SARS_Deaths (PHEM), Small pox_Cases (PHEM), Small pox_Deaths (PHEM), Viral hemorrhagic fever_Cases (PHEM), Viral hemorrhagic fever_Deaths (PHEM), Yellow fever_Cases (PHEM), Yellow fever_Deaths (PHEM), Maternal_Death (PHEM), Other 1_Name (PHEM), Other 1_Cases (PHEM), Other 1_Deaths (PHEM), Other 2_Name (PHEM), Other 2_Cases (PHEM), Other 2_Deaths (PHEM), Other 3_Name (PHEM), Other 3_Cases (PHEM), Other 3_Deaths (PHEM), No-of-Gov_HPs-expected-by-RHB (PHEM), No-of-Gov_HCs-expected-by-RHB (PHEM), No-of-Gov_Hosps-expected-by-RHB (PHEM), No-of-NGOHF-expected-by-RHB (PHEM), No-of-OtherHFs-expected-by-RHB (PHEM), No-of-Gov_HPs-Reported (PHEM), No-of-Gov_HCs-Reported (PHEM), No-of-Gov_Hosps-Reported (PHEM), No-of-NGOHFs-Reported (PHEM), No-of-OthersHF-Reported (PHEM), All-Total-sites-Reported (PHEM), All-Total-sites-Expected-by-RHB (PHEM), Total-Gov-sites-Reported (PHEM), Date_Sent (PHEM), Date_Received (PHEM), Date_WeekExpected (PHEM), Timeliness (PHEM), EthiopianMonth (PHEM), EthMonNum (PHEM), EthYear (PHEM)
Dangila T, 2006-5, Zelesa Health Post, 0, 0, Amhara, Dangila T, , 4401964, 17, 0, , 3, 309, 30908, 3090800303, 5, 2006, 0, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila T, 2006-7, Dangla Medium Clinic, , , Amhara, Dangila T, , 38329382, 1409, 0, , 3, 309, 30908, 309080023, 7, 2006, 9, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila T, 2006-8, Kidist Mariam Medium Clinic, , , Amhara, Dangila T, , 45783049, 1553, 0, , 3, 309, 30908, 309080022, 8, 2006, 0, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila T, 2007-5, Dangila Health Center, 11.254397, 36.841359, Amhara, Dangila T, , 165469855, 1187, 0, , 3, 309, 30908, 309080021, 5, 2007, 0, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila T, 2007-9, , , , , , , , , , , , , , , , , , , , Amhara, Awi, Dangila T, 2015, 20, May, 10, 7, 2, 5, 2, 6, 4, 8, 8, 5, 5, 5, 1, 8, 7, 10, 3, 7, 0, 0, 1, 10, 7, 3, 1, 2, 0, 9, 5, 4, 8, 10, 9, 3, 5, 2, 2, 8, 2, 8, 3, 1, 4, 5, 8, 4, 10, 5, 8, 10, 2, 8, 3, 4, 1, 3, 10, 2, 3, 2, 0, 8, 5, 1, 2, 8, 9, 3, 3, 9, 5, 6, 7, 7, 5, 9, 4, 4, 1, 6, 21/05/15, 21/05/15, 5/22/15, T, Ginbot, 9, 2007
Dangila T, 2008-2, , , , , , , , , , , , , , , , , , , , Amhara, Awi, Dangila T, 2015, 40, October, 0, 2, 7, 9, 0, 7, 8, 3, 0, 5, 0, 5, 6, 3, 10, 8, 7, 3, 5, 6, 7, 10, 8, 7, 8, 0, 10, 9, 1, 3, 10, 9, 9, 1, 8, 9, 8, 6, 10, 2, 1, 2, 6, 1, 2, 8, 6, 0, 7, 3, 8, 2, 9, 5, 2, 2, 10, 4, 2, 3, 0, 5, 2, 3, 4, 2, 2, 7, 0, 2, 6, 4, 4, 10, 3, 8, 9, 8, 5, 3, 8/10/15, 8/10/15, 10/9/15, T, Teqemt, 2, 2008
Dangila T, 2008-4, Dangla Medium Clinic, , , Amhara, Dangila T, , 516825170, 1160, 0, , 3, 309, 30908, 309080023, 4, 2008, 4, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila W, 11-3090100306, Giss Balegzibehar Health Post, 0, 0, Amhara, Dangila W, "Number of live-born babies with birth weight less than 2, 500 g", 2655081, 19, 0, 2.1.1, 3, 309, 30901, 3090100306, 11, 2005, 7, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila W, 2007-10, Dubi Health Post, 0, 0, Amhara, Dangila W, , 282688617, 347, 0, , 3, 309, 30901, 3090100302, 10, 2007, 2, 0, 3, Amhara, Awi, Dangila W, 2015, 25, June, 6, 3, 10, 7, 1, 7, 4, 5, 7, 6, 1, 8, 2, 4, 3, 1, 7, 7, 1, 2, 8, 5, 6, 7, 7, 4, 6, 1, 5, 6, 1, 5, 5, 9, 10, 5, 4, 0, 6, 9, 3, 7, 0, 6, 4, 4, 10, 3, 3, 0, 10, 10, 9, 1, 1, 10, 2, 7, 10, 1, 4, 1, 2, 1, 5, 3, 10, 0, 5, 3, 7, 2, 0, 1, 1, 0, 3, 5, 9, 9, 25/06/15, 25/06/15, 6/26/15, T, Sene, 10, 2007
Dangila W, 2008-1, Gissa Kanaen Health Post, 0, 0, Amhara, Dangila W, Number of children aged 6-59 months supplemented with vitamin-A, 443719212, 1836, 0, 2.5.1, 3, 309, 30901, 3090100305, 1, 2008, 2, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila W, 2008-2, Dengeshta  warit Health Post, 0, 0, Amhara, Dangila W, 25 -49 years, 526898499, 3013, 0, 1.1.1.1.1.4, 3, 309, 30901, 3090100325, 2, 2008, 10, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dangila W, 2008-3, , , , , , , , , , , , , , , , , , , , Amhara, Awi, Dangila W, 2015, 45, November, 8, 8, 3, 10, 5, 8, 2, 8, 7, 7, 9, 3, 9, 8, 8, 6, 1, 5, 7, 5, 1, 8, 3, 3, 9, 1, 8, 1, 10, 10, 9, 10, 5, 7, 5, 9, 1, 0, 7, 10, 3, 8, 8, 6, 3, 10, 5, 5, 6, 3, 5, 8, 3, 7, 10, 5, 7, 0, 10, 0, 6, 7, 7, 6, 4, 10, 8, 2, 4, 4, 7, 7, 4, 5, 9, 5, 3, 4, 4, 10, 12/11/15, 12/11/15, 11/13/15, T, Hedar, 3, 2008
Dangila W, 2008-5, , , , , , , , , , , , , , , , , , , , Amhara, Awi, Dangila W, 2016, 1, January, 2, 5, 0, 9, 0, 7, 7, 1, 0, 6, 1, 5, 5, 10, 10, 5, 6, 4, 2, 2, 9, 10, 7, 2, 1, 8, 9, 4, 10, 10, 5, 1, 4, 4, 2, 10, 0, 5, 3, 0, 3, 0, 3, 0, 2, 10, 9, 4, 0, 7, 5, 2, 7, 2, 9, 3, 3, 7, 3, 0, 10, 2, 10, 1, 3, 2, 4, 1, 10, 10, 2, 6, 10, 2, 2, 1, 2, 1, 10, 2, 14/01/16, 14/01/16, 1/15/16, T, Tir, 5, 2008
Dangur, 2007-9, , , , , , , , , , , , , , , , , , , , Benishangul-Gumuz, Metekel, Dangur, 2015, 22, May, 9, 5, 0, 7, 0, 9, 2, 1, 7, 6, 7, 10, 6, 0, 8, 10, 4, 7, 9, 10, 9, 8, 5, 9, 2, 9, 7, 6, 0, 10, 1, 6, 2, 2, 8, 2, 9, 2, 10, 5, 7, 6, 10, 8, 7, 3, 10, 4, 0, 3, 0, 3, 7, 5, 2, 8, 6, 4, 6, 0, 4, 4, 7, 1, 3, 2, 5, 7, 3, 1, 3, 9, 1, 10, 6, 4, 6, 0, 10, 7, 4/6/15, 4/6/15, 6/5/15, T, Ginbot, 9, 2007
Dangur, 2008-2, , , , , , , , , , , , , , , , , , , , Benishangul-Gumuz, Metekel, Dangur, 2015, 43, October, 2, 2, 9, 0, 8, 10, 2, 1, 4, 1, 1, 10, 4, 9, 8, 7, 10, 6, 1, 5, 2, 8, 7, 5, 8, 6, 0, 5, 5, 10, 4, 10, 3, 3, 0, 10, 8, 2, 4, 2, 6, 10, 9, 10, 6, 7, 6, 7, 0, 4, 3, 7, 7, 8, 6, 9, 1, 10, 7, 9, 4, 3, 9, 7, 7, 10, 3, 5, 4, 0, 10, 9, 1, 1, 7, 3, 5, 3, 4, 8, 30/10/15, 30/10/15, 10/30/15, T, Teqemt, 2, 2008
Dano, 2006-2, Dirre Harrayu Health Post, 0, 0, Oromiya, Dano, TT doses given, 25294019, 32, 0, 1.3.10.7(Given), 4, 405, 40507, 4050700308, 2, 2006, 6, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dano, 2007-10, Lalistu Primary Clinic, , , Oromiya, Dano, , 365529747, 281, 0, , 4, 405, 40507, 405070031, 10, 2007, 7, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dano, 2007-9, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Dano, 2015, 20, May, 0, 7, 1, 7, 10, 6, 4, 6, 4, 1, 8, 3, 10, 6, 10, 7, 2, 8, 1, 2, 1, 2, 4, 5, 1, 8, 8, 8, 4, 7, 3, 9, 5, 2, 9, 0, 5, 1, 4, 3, 7, 9, 3, 10, 10, 6, 1, 7, 1, 9, 0, 0, 8, 3, 3, 10, 6, 8, 8, 7, 2, 3, 3, 5, 10, 6, 9, 3, 1, 9, 4, 10, 0, 5, 9, 2, 8, 0, 1, 0, 21/05/15, 21/05/15, 5/22/15, T, Ginbot, 9, 2007
Dano, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Dano, 2015, 41, October, 8, 2, 8, 6, 9, 8, 6, 8, 10, 6, 2, 8, 10, 4, 3, 7, 5, 3, 9, 8, 9, 0, 9, 9, 7, 7, 0, 6, 5, 2, 3, 0, 4, 8, 10, 0, 6, 3, 9, 9, 9, 2, 5, 4, 9, 3, 6, 2, 5, 5, 7, 8, 5, 3, 1, 6, 0, 7, 7, 6, 0, 0, 7, 8, 1, 3, 0, 0, 4, 7, 9, 7, 10, 1, 7, 3, 1, 7, 1, 7, 15/10/15, 15/10/15, 10/16/15, T, Teqemt, 2, 2008
Dano, 2008-6, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Dano, 2016, 5, February, 0, 2, 9, 10, 2, 8, 9, 1, 7, 3, 1, 2, 3, 4, 10, 1, 0, 3, 6, 6, 0, 10, 0, 1, 4, 1, 4, 2, 5, 2, 3, 2, 1, 0, 7, 5, 10, 7, 1, 9, 7, 6, 5, 3, 9, 0, 10, 7, 5, 3, 0, 7, 3, 7, 5, 9, 2, 10, 7, 7, 1, 2, 2, 6, 1, 8, 7, 6, 9, 5, 9, 8, 4, 7, 9, 2, 1, 0, 7, 0, 11/2/16, 12/2/16, 2/12/16, T, Yekatit, 6, 2008
Danot, 2007-11, , , , , , , , , , , , , , , , , , , , Somali, Warder, Danot, 2015, 29, July, 8, 4, 6, 7, 9, 0, 0, 2, 0, 8, 4, 9, 10, 3, 10, 10, 0, 2, 7, 10, 3, 3, 4, 6, 3, 9, 7, 6, 10, 1, 0, 1, 8, 3, 7, 2, 2, 6, 1, 4, 2, 4, 8, 0, 1, 6, 0, 4, 2, 2, 4, 1, 5, 7, 9, 7, 7, 4, 3, 4, 6, 8, 10, 5, 9, 6, 2, 0, 10, 10, 7, 4, 10, 4, 6, 7, 1, 10, 3, 5, 24/07/15, 24/07/15, 7/24/15, T, Hamle, 11, 2007
Danot, 2008-4, , , , , , , , , , , , , , , , , , , , Somali, Warder, Danot, 2015, 51, December, 5, 8, 9, 2, 9, 1, 4, 8, 4, 5, 4, 4, 0, 6, 6, 2, 7, 4, 3, 2, 5, 8, 7, 6, 7, 6, 1, 4, 2, 5, 5, 0, 5, 6, 8, 1, 3, 10, 4, 3, 10, 9, 6, 6, 5, 9, 0, 7, 4, 7, 7, 9, 9, 3, 4, 2, 5, 3, 8, 6, 8, 9, 9, 1, 10, 5, 0, 9, 3, 8, 8, 6, 9, 6, 10, 0, 1, 8, 1, 2, 24/12/15, 24/12/15, 12/25/15, T, Tahesas, 4, 2008
Danot, 2008-5, , , , , , , , , , , , , , , , , , , , Somali, Warder, Danot, 2016, 3, January, 1, 4, 1, 5, 8, 10, 2, 2, 7, 10, 3, 1, 2, 2, 4, 4, 5, 0, 10, 8, 4, 9, 1, 1, 10, 7, 3, 7, 2, 0, 7, 0, 0, 8, 9, 3, 10, 4, 9, 8, 2, 0, 1, 7, 3, 9, 9, 4, 6, 9, 4, 2, 3, 8, 0, 3, 2, 2, 9, 10, 3, 0, 8, 9, 6, 7, 7, 4, 2, 3, 3, 5, 9, 8, 5, 8, 10, 3, 4, 9, 28/01/16, 28/01/16, 1/29/16, T, Tir, 5, 2008
Dara, 2007-11, , , , , , , , , , , , , , , , , , , , SNNPR, Sidama, Dara, 2015, 29, July, 6, 1, 6, 6, 0, 6, 6, 3, 0, 9, 5, 1, 4, 2, 1, 0, 0, 5, 9, 7, 2, 0, 0, 5, 10, 5, 2, 2, 9, 6, 10, 8, 2, 4, 0, 0, 4, 1, 2, 10, 1, 2, 5, 10, 8, 10, 6, 0, 9, 1, 3, 5, 4, 7, 1, 0, 8, 7, 6, 10, 7, 5, 3, 3, 3, 2, 7, 8, 7, 7, 4, 2, 5, 2, 2, 10, 1, 6, 0, 6, 27/07/15, 27/07/15, 7/24/15, L, Hamle, 11, 2007
Dara, 2008-4, , , , , , , , , , , , , , , , , , , , SNNPR, Sidama, Dara, 2015, 49, December, 7, 3, 6, 0, 9, 7, 5, 6, 0, 2, 6, 6, 7, 2, 6, 5, 8, 9, 4, 10, 10, 9, 3, 5, 8, 6, 9, 1, 9, 3, 3, 4, 9, 6, 5, 2, 9, 6, 2, 4, 5, 1, 0, 5, 10, 1, 8, 6, 3, 6, 6, 7, 2, 0, 7, 10, 7, 1, 1, 0, 1, 6, 10, 6, 1, 7, 3, 3, 2, 6, 10, 9, 9, 4, 3, 10, 8, 9, 6, 9, 10/12/15, 10/12/15, 12/11/15, T, Tahesas, 4, 2008
Darimu, 2006-5, Goborraa Health Post, 0, 0, Oromiya, Darimu, OPD visits < 5: repeat Female, 35324260, 167, 0, 1.1.4, 4, 403, 40301, 4030100312, 5, 2006, 0, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Darimu, 2007-10, , , , , , , , , , , , , , , , , , , , Oromia, Ilu Aba Bora, Darimu, 2015, 24, June, 3, 3, 4, 0, 1, 0, 0, 7, 1, 6, 8, 10, 4, 3, 1, 4, 1, 0, 8, 4, 2, 10, 2, 7, 4, 6, 8, 9, 9, 8, 6, 5, 10, 5, 7, 3, 1, 10, 1, 0, 7, 2, 1, 4, 3, 1, 7, 0, 5, 10, 1, 8, 9, 6, 4, 7, 6, 6, 10, 9, 5, 3, 3, 10, 1, 4, 5, 1, 2, 2, 5, 10, 8, 7, 8, 0, 8, 4, 9, 1, 18/06/15, 18/06/15, 6/19/15, T, Sene, 10, 2007
Darimu, 2007-9, Gobe Health Center, 0, 0, Oromiya, Darimu, , 347985869, 1421, 0, , 4, 403, 40301, 403010022, 9, 2007, 0, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Darimu, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, Ilu Aba Bora, Darimu, 2015, 44, October, 1, 9, 7, 10, 7, 4, 9, 10, 0, 10, 0, 0, 2, 4, 8, 10, 5, 5, 9, 1, 2, 5, 8, 5, 2, 5, 7, 8, 5, 9, 1, 3, 7, 0, 2, 3, 9, 2, 5, 4, 1, 2, 10, 4, 5, 1, 5, 1, 8, 7, 10, 1, 6, 3, 0, 7, 3, 8, 8, 0, 9, 8, 10, 9, 7, 1, 6, 3, 9, 3, 3, 4, 9, 9, 5, 6, 4, 8, 1, 7, 5/11/15, 5/11/15, 11/6/15, T, Teqemt, 2, 2008
Darimu, 2008-3, Cooraa Dambii Health Post, 0, 0, Oromiya, Darimu, < 5 years : males, 552898312, 3199, 0, 4.2.5.3.1.1, 4, 403, 40301, 4030100314, 3, 2008, 0, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Daro Labu, 2006-10, Milkeye Health Center, 0, 0, Oromiya, Daro Labu, , 69892107, 721, 0, , 4, 409, 40909, 409090024, 10, 2006, 0, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Daro Labu, 2007-10, Mechara Health Center, 0, 0, Oromiya, Daro Labu, , 349437083, 1575, 0, , 4, 409, 40909, 409090023, 10, 2007, 3, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Daro Lebu, 2007-10, , , , , , , , , , , , , , , , , , , , Oromia, West Hararge, Daro Lebu, 2015, 23, June, 4, 3, 4, 4, 10, 6, 1, 9, 4, 9, 10, 5, 0, 2, 9, 8, 5, 1, 3, 1, 3, 1, 6, 3, 1, 7, 7, 2, 2, 2, 9, 8, 8, 6, 8, 8, 6, 2, 0, 2, 1, 8, 5, 2, 2, 2, 8, 10, 1, 2, 5, 7, 5, 7, 7, 6, 6, 10, 5, 7, 10, 9, 2, 6, 1, 4, 7, 7, 1, 2, 10, 8, 9, 0, 4, 9, 10, 5, 5, 10, 11/6/15, 11/6/15, 6/12/15, T, Sene, 10, 2007
Daro Lebu, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, West Hararge, Daro Lebu, 2015, 43, October, 1, 0, 7, 0, 7, 5, 7, 9, 0, 8, 9, 10, 10, 8, 3, 5, 10, 4, 5, 6, 9, 9, 0, 6, 2, 4, 8, 0, 8, 8, 8, 2, 7, 2, 3, 2, 8, 5, 4, 9, 1, 2, 9, 7, 6, 2, 7, 9, 3, 8, 4, 3, 8, 7, 10, 6, 3, 8, 4, 8, 0, 5, 8, 2, 6, 2, 7, 5, 7, 3, 8, 9, 2, 8, 5, 4, 1, 10, 5, 0, 30/10/15, 30/10/15, 10/30/15, T, Teqemt, 2, 2008
Daror, 2007-8, , , , , , , , , , , , , , , , , , , , Somali, Degehabur, Daror, 2015, 17, April, 6, 4, 10, 1, 4, 10, 8, 3, 7, 9, 9, 10, 4, 4, 7, 0, 3, 10, 6, 1, 9, 3, 8, 4, 1, 8, 7, 6, 0, 8, 6, 1, 10, 3, 10, 10, 4, 0, 0, 4, 7, 1, 7, 3, 6, 0, 6, 4, 5, 3, 10, 10, 1, 2, 4, 3, 6, 3, 8, 7, 2, 9, 3, 3, 0, 3, 6, 5, 3, 4, 0, 0, 5, 7, 1, 2, 5, 8, 8, 1, 30/04/15, 30/04/15, 5/1/15, T, Miyazia, 8, 2007
Daror, 2008-1, , , , , , , , , , , , , , , , , , , , Somali, Degehabur, Daror, 2015, 39, September, 9, 8, 10, 2, 9, 9, 7, 5, 9, 6, 3, 6, 2, 5, 0, 10, 2, 8, 10, 3, 8, 10, 3, 7, 3, 6, 6, 2, 10, 5, 5, 2, 0, 4, 2, 5, 2, 6, 9, 3, 9, 8, 3, 3, 8, 5, 0, 5, 7, 4, 10, 7, 4, 3, 2, 0, 8, 10, 2, 1, 3, 2, 7, 7, 2, 8, 3, 3, 9, 10, 8, 4, 1, 7, 1, 8, 5, 9, 9, 7, 1/10/15, 1/10/15, 10/2/15, T, Meskerem, 1, 2008
Dasenech, 2007-11, , , , , , , , , , , , , , , , , , , , SNNPR, South Omo, Dasenech, 2015, 27, July, 9, 3, 1, 0, 5, 7, 0, 2, 3, 2, 8, 9, 5, 9, 6, 9, 0, 8, 0, 6, 3, 7, 0, 9, 6, 0, 1, 9, 2, 5, 7, 10, 0, 9, 5, 2, 7, 2, 9, 8, 6, 3, 9, 1, 0, 1, 6, 2, 8, 5, 6, 0, 3, 7, 4, 5, 8, 8, 5, 1, 0, 8, 9, 3, 1, 2, 9, 2, 10, 5, 9, 10, 1, 4, 4, 8, 7, 9, 3, 9, 9/7/15, 9/7/15, 7/10/15, T, Hamle, 11, 2007
Dasenech, 2008-4, , , , , , , , , , , , , , , , , , , , SNNPR, South Omo, Dasenech, 2015, 50, December, 3, 3, 5, 3, 5, 6, 0, 0, 0, 7, 7, 3, 6, 4, 10, 7, 2, 0, 7, 5, 10, 9, 5, 3, 9, 2, 4, 5, 4, 6, 9, 5, 2, 7, 7, 4, 7, 7, 1, 7, 4, 2, 5, 3, 8, 7, 3, 1, 0, 8, 0, 3, 5, 3, 5, 6, 0, 3, 4, 6, 8, 7, 0, 10, 3, 8, 7, 9, 9, 0, 4, 4, 9, 7, 10, 3, 5, 0, 4, 1, 17/12/15, 17/12/15, 12/18/15, T, Tahesas, 4, 2008
Dawa Chefa, 2007-12, , , , , , , , , , , , , , , , , , , , Amhara, Oromiya, Dawa Chefa, 2015, 34, August, 7, 2, 0, 1, 9, 9, 10, 4, 0, 6, 7, 5, 2, 9, 8, 0, 1, 5, 2, 5, 7, 1, 0, 4, 0, 1, 7, 3, 7, 10, 10, 5, 6, 7, 2, 6, 7, 9, 2, 2, 4, 9, 10, 3, 6, 3, 8, 8, 9, 9, 7, 1, 7, 3, 5, 8, 10, 2, 1, 3, 2, 5, 5, 6, 6, 7, 4, 9, 10, 4, 5, 2, 0, 8, 3, 5, 5, 10, 3, 10, 27/08/15, 27/08/15, 8/28/15, T, Nehase, 12, 2007
Dawa Chefa, 2007-8, , , , , , , , , , , , , , , , , , , , Amhara, Oromiya, Dawa Chefa, 2015, 14, April, 7, 3, 6, 4, 10, 3, 5, 1, 0, 10, 7, 10, 2, 5, 5, 5, 8, 8, 10, 1, 8, 9, 7, 0, 10, 8, 9, 6, 1, 6, 4, 5, 3, 1, 3, 9, 10, 6, 4, 7, 3, 4, 10, 0, 7, 9, 4, 2, 3, 8, 10, 6, 5, 4, 9, 1, 7, 1, 3, 4, 10, 5, 3, 7, 9, 4, 8, 5, 2, 2, 4, 7, 1, 3, 0, 7, 1, 7, 3, 0, 8/4/15, 8/4/15, 4/10/15, T, Miyazia, 8, 2007
Dawe Kachen, 2005-11, Mio Health Center, 0, 0, Oromiya, Dawe Kachen, , 51316556, 1090, 0, , 4, 411, 41121, 411210022, 11, 2005, 10, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dawe Kachen, 2007-2, Hawer Gedeb Health Center, 0, 0, Oromiya, Dawe Kachen, , 101082237, 998, 0, , 4, 411, 41121, 411210023, 2, 2007, 3, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dawe Kachen, 2007-4, Mio Health Center, 0, 0, Oromiya, Dawe Kachen, >=20 years : males, 402224389, 3906, 0, 4.2.1.9.1.1.10, 4, 411, 41121, 411210022, 4, 2007, 6, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dawe Qachen, 2007-9, , , , , , , , , , , , , , , , , , , , Oromia, Bale, Dawe Qachen, 2015, 22, May, 9, 7, 1, 3, 3, 2, 0, 4, 7, 6, 8, 9, 4, 2, 4, 7, 7, 8, 2, 3, 4, 3, 8, 8, 8, 10, 8, 1, 6, 5, 7, 2, 10, 9, 0, 3, 4, 5, 10, 5, 6, 1, 0, 2, 4, 1, 1, 7, 8, 10, 2, 10, 8, 5, 3, 7, 7, 7, 1, 8, 10, 5, 2, 1, 9, 4, 1, 6, 4, 6, 3, 5, 0, 10, 6, 2, 7, 7, 4, 0, 4/6/15, 4/6/15, 6/5/15, T, Ginbot, 9, 2007
